timestep,timestamp,scenario,supply_scenario,zone_id,crop,soil_type,area_m2,available_water,zone_priority,zone_stress,zone_demand,irrigation_command,irrigation_request_mm,allocation_factor,allocated_irrigation_mm,unmet_demand_mm,allocation_ratio,water_volume_requested_L,water_volume_allocated_L,water_volume_unmet_L,rainfall_mm,effective_rainfall_mm,soil_moisture,moisture_error,et0_mm_day,etc_mm_step,water_balance_residual_mm
33,2026-06-01 00:33:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.9456,9.2326,59.6324,0.1193,90.9158,0.1084,0.0108,0.9092,14.3118,13.0117,1.3001,0.0,0.0,42.3047,12.6953,0.0001,0.0001,0.0
33,2026-06-01 00:33:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1679,9.2326,5.3681,0.0107,57.4405,0.0062,0.0046,0.5744,0.8589,0.4934,0.3655,0.0,0.0,65.0193,-0.0193,0.0001,0.0002,0.0
34,2026-06-01 00:34:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,25.0689,9.2326,18.6739,0.0373,65.4301,0.0244,0.0129,0.6543,3.7348,2.4437,1.2911,0.0,0.0,55.1352,4.8648,0.0002,0.0002,0.0
34,2026-06-01 00:34:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.9037,9.2326,59.5923,0.1192,90.9218,0.1084,0.0108,0.9092,14.3021,13.0038,1.2984,0.0,0.0,42.314,12.686,0.0002,0.0001,0.0
34,2026-06-01 00:34:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1684,9.2326,5.3683,0.0107,57.4405,0.0062,0.0046,0.5744,0.8589,0.4934,0.3656,0.0,0.0,65.0199,-0.0199,0.0002,0.0002,0.0
35,2026-06-01 00:35:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,25.0447,9.2326,18.5938,0.0372,65.2352,0.0243,0.0129,0.6524,3.7188,2.4259,1.2928,0.0,0.0,55.1387,4.8613,0.0002,0.0002,0.0
35,2026-06-01 00:35:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.8623,9.2326,59.5527,0.1191,90.9282,0.1083,0.0108,0.9093,14.2926,12.996,1.2966,0.0,0.0,42.3232,12.6768,0.0002,0.0001,0.0
35,2026-06-01 00:35:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.169,9.2326,5.3684,0.0107,57.4405,0.0062,0.0046,0.5744,0.8589,0.4934,0.3656,0.0,0.0,65.0205,-0.0205,0.0002,0.0002,0.0
36,2026-06-01 00:36:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,25.0213,9.2326,18.5159,0.037,65.047,0.0241,0.0129,0.6505,3.7032,2.4088,1.2944,0.0,0.0,55.1421,4.8579,0.0002,0.0003,0.0
36,2026-06-01 00:36:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.8207,9.2326,59.513,0.119,90.9345,0.1082,0.0108,0.9093,14.2831,12.9883,1.2948,0.0,0.0,42.3325,12.6675,0.0002,0.0002,0.0
36,2026-06-01 00:36:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1695,9.2326,5.3686,0.0107,57.4405,0.0062,0.0046,0.5744,0.859,0.4934,0.3656,0.0,0.0,65.0211,-0.0211,0.0002,0.0003,0.0
37,2026-06-01 00:37:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.9978,9.2326,18.4451,0.0369,64.8768,0.0239,0.013,0.6488,3.689,2.3933,1.2957,0.0,0.0,55.1455,4.8545,0.0002,0.0002,0.0
37,2026-06-01 00:37:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.7798,9.2326,59.4736,0.1189,90.9407,0.1082,0.0108,0.9094,14.2737,12.9806,1.2931,0.0,0.0,42.3417,12.6583,0.0002,0.0001,0.0
37,2026-06-01 00:37:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.17,9.2326,5.3688,0.0107,57.4405,0.0062,0.0046,0.5744,0.859,0.4934,0.3656,0.0,0.0,65.0217,-0.0217,0.0002,0.0002,0.0
38,2026-06-01 00:38:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.9743,9.2326,18.4425,0.0369,64.8707,0.0239,0.013,0.6487,3.6885,2.3928,1.2957,0.0,0.0,55.1489,4.8511,0.0002,0.0002,0.0
38,2026-06-01 00:38:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.7384,9.2326,59.4337,0.1189,90.9469,0.1081,0.0108,0.9095,14.2641,12.9728,1.2913,0.0,0.0,42.351,12.649,0.0002,0.0002,0.0
38,2026-06-01 00:38:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1706,9.2326,5.369,0.0107,57.4405,0.0062,0.0046,0.5744,0.859,0.4934,0.3656,0.0,0.0,65.0223,-0.0223,0.0002,0.0002,0.0
39,2026-06-01 00:39:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.9507,9.2326,18.4399,0.0369,64.8645,0.0239,0.013,0.6486,3.688,2.3922,1.2958,0.0,0.0,55.1523,4.8477,0.0003,0.0004,0.0
39,2026-06-01 00:39:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.6976,9.2326,59.3944,0.1188,90.9529,0.108,0.0107,0.9095,14.2547,12.965,1.2896,0.0,0.0,42.3602,12.6398,0.0003,0.0003,0.0
39,2026-06-01 00:39:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1711,9.2326,5.3691,0.0107,57.4405,0.0062,0.0046,0.5744,0.8591,0.4934,0.3656,0.0,0.0,65.0229,-0.0229,0.0003,0.0004,0.0
40,2026-06-01 00:40:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.9271,9.2326,18.4374,0.0369,64.8584,0.0239,0.013,0.6486,3.6875,2.3916,1.2958,0.0,0.0,55.1557,4.8443,0.0002,0.0003,0.0
40,2026-06-01 00:40:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.6569,9.2326,59.3552,0.1187,90.9588,0.108,0.0107,0.9096,14.2452,12.9573,1.2879,0.0,0.0,42.3694,12.6306,0.0002,0.0002,0.0
40,2026-06-01 00:40:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1716,9.2326,5.3693,0.0107,57.4405,0.0062,0.0046,0.5744,0.8591,0.4935,0.3656,0.0,0.0,65.0235,-0.0235,0.0002,0.0003,0.0
41,2026-06-01 00:41:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.9041,9.2326,18.4349,0.0369,64.8525,0.0239,0.013,0.6485,3.687,2.3911,1.2959,0.0,0.0,55.159,4.841,0.0002,0.0003,0.0
41,2026-06-01 00:41:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.6157,9.2326,59.3156,0.1186,90.9647,0.1079,0.0107,0.9096,14.2357,12.9495,1.2862,0.0,0.0,42.3787,12.6213,0.0002,0.0002,0.0
41,2026-06-01 00:41:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1722,9.2326,5.3695,0.0107,57.4405,0.0062,0.0046,0.5744,0.8591,0.4935,0.3656,0.0,0.0,65.0241,-0.0241,0.0002,0.0003,0.0
42,2026-06-01 00:42:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.8805,9.2326,18.4324,0.0369,64.8465,0.0239,0.013,0.6485,3.6865,2.3906,1.2959,0.0,0.0,55.1624,4.8376,0.0002,0.0002,0.0
42,2026-06-01 00:42:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.5751,9.2326,59.2765,0.1186,90.9708,0.1078,0.0107,0.9097,14.2264,12.9418,1.2845,0.0,0.0,42.3879,12.6121,0.0002,0.0002,0.0
42,2026-06-01 00:42:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1727,9.2326,5.3697,0.0107,57.4405,0.0062,0.0046,0.5744,0.8591,0.4935,0.3656,0.0,0.0,65.0247,-0.0247,0.0002,0.0002,0.0
43,2026-06-01 00:43:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.8568,9.2326,18.4298,0.0369,64.8402,0.0239,0.013,0.6484,3.686,2.39,1.296,0.0,0.0,55.1658,4.8342,0.0002,0.0002,0.0
43,2026-06-01 00:43:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.5346,9.2326,59.2374,0.1185,90.977,0.1078,0.0107,0.9098,14.217,12.9342,1.2828,0.0,0.0,42.3971,12.6029,0.0002,0.0001,0.0
43,2026-06-01 00:43:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1733,9.2326,5.3699,0.0107,57.4405,0.0062,0.0046,0.5744,0.8592,0.4935,0.3657,0.0,0.0,65.0253,-0.0253,0.0002,0.0002,0.0
44,2026-06-01 00:44:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.8332,9.2326,18.4271,0.0369,64.8338,0.0239,0.013,0.6483,3.6854,2.3894,1.296,0.0,0.0,55.1692,4.8308,0.0001,0.0001,0.0
44,2026-06-01 00:44:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.4936,9.2326,59.1983,0.1184,90.9832,0.1077,0.0107,0.9098,14.2076,12.9265,1.2811,0.0,0.0,42.4064,12.5936,0.0001,0.0001,0.0
44,2026-06-01 00:44:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1738,9.2326,5.37,0.0107,57.4405,0.0062,0.0046,0.5744,0.8592,0.4935,0.3657,0.0,0.0,65.0259,-0.0259,0.0001,0.0001,0.0
45,2026-06-01 00:45:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.8095,9.2326,18.4244,0.0368,64.8273,0.0239,0.013,0.6483,3.6849,2.3888,1.2961,0.0,0.0,55.1726,4.8274,0.0002,0.0003,0.0
45,2026-06-01 00:45:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.4531,9.2326,59.1597,0.1183,90.9892,0.1077,0.0107,0.9099,14.1983,12.9189,1.2794,0.0,0.0,42.4156,12.5844,0.0002,0.0002,0.0
45,2026-06-01 00:45:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1743,9.2326,5.3702,0.0107,57.4405,0.0062,0.0046,0.5744,0.8592,0.4935,0.3657,0.0,0.0,65.0265,-0.0265,0.0002,0.0003,0.0
46,2026-06-01 00:46:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.7858,9.2326,18.4217,0.0368,64.8209,0.0239,0.013,0.6482,3.6843,2.3882,1.2961,0.0,0.0,55.176,4.824,0.0002,0.0003,0.0
46,2026-06-01 00:46:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.4122,9.2326,59.1208,0.1182,90.9952,0.1076,0.0106,0.91,14.189,12.9113,1.2777,0.0,0.0,42.4249,12.5751,0.0002,0.0002,0.0
46,2026-06-01 00:46:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1749,9.2326,5.3704,0.0107,57.4405,0.0062,0.0046,0.5744,0.8593,0.4936,0.3657,0.0,0.0,65.0271,-0.0271,0.0002,0.0003,0.0
47,2026-06-01 00:47:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.7629,9.2326,18.4191,0.0368,64.8147,0.0239,0.013,0.6481,3.6838,2.3877,1.2962,0.0,0.0,55.1793,4.8207,0.0002,0.0002,0.0
47,2026-06-01 00:47:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.3718,9.2326,59.0823,0.1182,91.001,0.1075,0.0106,0.91,14.1798,12.9037,1.276,0.0,0.0,42.4341,12.5659,0.0002,0.0002,0.0
47,2026-06-01 00:47:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1754,9.2326,5.3706,0.0107,57.4405,0.0062,0.0046,0.5744,0.8593,0.4936,0.3657,0.0,0.0,65.0277,-0.0277,0.0002,0.0002,0.0
48,2026-06-01 00:48:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.7392,9.2326,18.4165,0.0368,64.8083,0.0239,0.013,0.6481,3.6833,2.3871,1.2962,0.0,0.0,55.1827,4.8173,0.0002,0.0002,0.0
48,2026-06-01 00:48:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.331,9.2326,59.0436,0.1181,91.0068,0.1075,0.0106,0.9101,14.1705,12.8961,1.2744,0.0,0.0,42.4434,12.5566,0.0002,0.0002,0.0
48,2026-06-01 00:48:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1758,9.2326,5.3707,0.0107,57.4405,0.0062,0.0046,0.5744,0.8593,0.4936,0.3657,0.0,0.0,65.0282,-0.0282,0.0002,0.0002,0.0
49,2026-06-01 00:49:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.7155,9.2326,18.4138,0.0368,64.802,0.0239,0.013,0.648,3.6828,2.3865,1.2963,0.0,0.0,55.1861,4.8139,0.0002,0.0003,0.0
49,2026-06-01 00:49:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.2908,9.2326,59.0053,0.118,91.0125,0.1074,0.0106,0.9101,14.1613,12.8885,1.2727,0.0,0.0,42.4526,12.5474,0.0002,0.0002,0.0
49,2026-06-01 00:49:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1764,9.2326,5.3709,0.0107,57.4405,0.0062,0.0046,0.5744,0.8593,0.4936,0.3657,0.0,0.0,65.0288,-0.0288,0.0002,0.0003,0.0
50,2026-06-01 00:50:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.6918,9.2326,18.4112,0.0368,64.7957,0.0239,0.013,0.648,3.6822,2.3859,1.2963,0.0,0.0,55.1895,4.8105,0.0001,0.0001,0.0
50,2026-06-01 00:50:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.2505,9.2326,58.967,0.1179,91.0185,0.1073,0.0106,0.9102,14.1521,12.881,1.2711,0.0,0.0,42.4618,12.5382,0.0001,0.0001,0.0
50,2026-06-01 00:50:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1769,9.2326,5.3711,0.0107,57.4405,0.0062,0.0046,0.5744,0.8594,0.4936,0.3657,0.0,0.0,65.0294,-0.0294,0.0001,0.0001,0.0
51,2026-06-01 00:51:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.6681,9.2326,18.4085,0.0368,64.7893,0.0239,0.013,0.6479,3.6817,2.3854,1.2964,0.0,0.0,55.1929,4.8071,0.0001,0.0002,0.0
51,2026-06-01 00:51:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.21,9.2326,58.9283,0.1179,91.0246,0.1073,0.0106,0.9102,14.1428,12.8734,1.2694,0.0,0.0,42.4711,12.5289,0.0001,0.0001,0.0
51,2026-06-01 00:51:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1775,9.2326,5.3712,0.0107,57.4405,0.0062,0.0046,0.5744,0.8594,0.4936,0.3658,0.0,0.0,65.03,-0.03,0.0001,0.0002,0.0
52,2026-06-01 00:52:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.6451,9.2326,18.406,0.0368,64.7832,0.0238,0.013,0.6478,3.6812,2.3848,1.2964,0.0,0.0,55.1962,4.8038,0.0001,0.0001,0.0
52,2026-06-01 00:52:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.17,9.2326,58.89,0.1178,91.0306,0.1072,0.0106,0.9103,14.1336,12.8659,1.2677,0.0,0.0,42.4803,12.5197,0.0001,0.0001,0.0
52,2026-06-01 00:52:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.178,9.2326,5.3662,0.0107,57.4405,0.0062,0.0046,0.5744,0.8586,0.4932,0.3654,0.0,0.0,65.0306,-0.0306,0.0001,0.0001,0.0
53,2026-06-01 00:53:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.6214,9.2326,18.4033,0.0368,64.777,0.0238,0.013,0.6478,3.6807,2.3842,1.2964,0.0,0.0,55.1996,4.8004,0.0003,0.0003,0.0
53,2026-06-01 00:53:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.1299,9.2326,58.8515,0.1177,91.0365,0.1072,0.0106,0.9104,14.1244,12.8583,1.266,0.0,0.0,42.4896,12.5104,0.0003,0.0002,0.0
53,2026-06-01 00:53:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1785,9.2326,5.3716,0.0107,57.4405,0.0062,0.0046,0.5744,0.8595,0.4937,0.3658,0.0,0.0,65.0312,-0.0312,0.0003,0.0003,0.0
54,2026-06-01 00:54:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.5977,9.2326,18.4007,0.0368,64.7707,0.0238,0.013,0.6477,3.6801,2.3837,1.2965,0.0,0.0,55.203,4.797,0.0002,0.0003,0.0
54,2026-06-01 00:54:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.0902,9.2326,58.8135,0.1176,91.0423,0.1071,0.0105,0.9104,14.1152,12.8508,1.2644,0.0,0.0,42.4988,12.5012,0.0002,0.0002,0.0
54,2026-06-01 00:54:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1791,9.2326,5.3711,0.0107,57.4405,0.0062,0.0046,0.5744,0.8594,0.4936,0.3657,0.0,0.0,65.0318,-0.0318,0.0002,0.0003,0.0
55,2026-06-01 00:55:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.5739,9.2326,18.398,0.0368,64.7644,0.0238,0.013,0.6476,3.6796,2.3831,1.2965,0.0,0.0,55.2064,4.7936,0.0001,0.0001,0.0
55,2026-06-01 00:55:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.0501,9.2326,58.7752,0.1176,91.0481,0.107,0.0105,0.9105,14.106,12.8433,1.2628,0.0,0.0,42.5081,12.4919,0.0001,0.0,0.0
55,2026-06-01 00:55:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1796,9.2326,5.3684,0.0107,57.4405,0.0062,0.0046,0.5744,0.8589,0.4934,0.3656,0.0,0.0,65.0324,-0.0324,0.0001,0.0001,0.0
56,2026-06-01 00:56:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.5502,9.2326,18.3954,0.0368,64.7582,0.0238,0.013,0.6476,3.6791,2.3825,1.2966,0.0,0.0,55.2098,4.7902,0.0001,0.0001,0.0
56,2026-06-01 00:56:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,54.0105,9.2326,58.7373,0.1175,91.0538,0.107,0.0105,0.9105,14.097,12.8358,1.2611,0.0,0.0,42.5173,12.4827,0.0001,0.0001,0.0
56,2026-06-01 00:56:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1802,9.2326,5.3694,0.0107,57.4405,0.0062,0.0046,0.5744,0.8591,0.4935,0.3656,0.0,0.0,65.033,-0.033,0.0001,0.0001,0.0
57,2026-06-01 00:57:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.5265,9.2326,18.3927,0.0368,64.7519,0.0238,0.013,0.6475,3.6785,2.3819,1.2966,0.0,0.0,55.2132,4.7868,0.0002,0.0002,0.0
57,2026-06-01 00:57:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.9706,9.2326,58.6991,0.1174,91.0594,0.1069,0.0105,0.9106,14.0878,12.8283,1.2595,0.0,0.0,42.5266,12.4734,0.0002,0.0001,0.0
57,2026-06-01 00:57:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1807,9.2326,5.3723,0.0107,57.4405,0.0062,0.0046,0.5744,0.8596,0.4937,0.3658,0.0,0.0,65.0336,-0.0336,0.0002,0.0002,0.0
58,2026-06-01 00:58:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.5034,9.2326,18.3902,0.0368,64.7459,0.0238,0.013,0.6475,3.678,2.3814,1.2967,0.0,0.0,55.2165,4.7835,0.0001,0.0002,0.0
58,2026-06-01 00:58:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.9311,9.2326,58.6614,0.1173,91.0654,0.1068,0.0105,0.9107,14.0787,12.8209,1.2579,0.0,0.0,42.5358,12.4642,0.0001,0.0001,0.0
58,2026-06-01 00:58:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1812,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.0342,-0.0342,0.0001,0.0002,0.0
59,2026-06-01 00:59:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.4796,9.2326,18.3875,0.0368,64.7397,0.0238,0.013,0.6474,3.6775,2.3808,1.2967,0.0,0.0,55.2199,4.7801,0.0001,0.0001,0.0
59,2026-06-01 00:59:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.8913,9.2326,58.6233,0.1172,91.0713,0.1068,0.0105,0.9107,14.0696,12.8134,1.2562,0.0,0.0,42.5451,12.4549,0.0001,0.0001,0.0
59,2026-06-01 00:59:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1819,9.2326,5.3727,0.0107,57.4405,0.0062,0.0046,0.5744,0.8596,0.4938,0.3659,0.0,0.0,65.0349,-0.0349,0.0001,0.0001,0.0
60,2026-06-01 01:00:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.4557,9.2326,18.3849,0.0368,64.7335,0.0238,0.013,0.6473,3.677,2.3802,1.2967,0.0,0.0,55.2233,4.7767,0.0002,0.0003,0.0
60,2026-06-01 01:00:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.8521,9.2326,58.5859,0.1172,91.0771,0.1067,0.0105,0.9108,14.0606,12.806,1.2546,0.0,0.0,42.5543,12.4457,0.0002,0.0002,0.0
60,2026-06-01 01:00:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1824,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.0355,-0.0355,0.0002,0.0003,0.0
61,2026-06-01 01:01:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.4318,9.2326,18.3822,0.0368,64.7273,0.0238,0.013,0.6473,3.6764,2.3797,1.2968,0.0,0.0,55.2267,4.7733,0.0002,0.0002,0.0
61,2026-06-01 01:01:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.8131,9.2326,58.5486,0.1171,91.0828,0.1067,0.0104,0.9108,14.0517,12.7987,1.253,0.0,0.0,42.5635,12.4365,0.0002,0.0001,0.0
61,2026-06-01 01:01:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1828,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.036,-0.036,0.0002,0.0002,0.0
62,2026-06-01 01:02:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.4086,9.2326,18.3797,0.0368,64.7213,0.0238,0.013,0.6472,3.6759,2.3791,1.2968,0.0,0.0,55.23,4.77,0.0002,0.0002,0.0
62,2026-06-01 01:02:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.7737,9.2326,58.511,0.117,91.0885,0.1066,0.0104,0.9109,14.0426,12.7912,1.2514,0.0,0.0,42.5728,12.4272,0.0002,0.0002,0.0
62,2026-06-01 01:02:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1834,9.2326,5.364,0.0107,57.4405,0.0062,0.0046,0.5744,0.8582,0.493,0.3653,0.0,0.0,65.0366,-0.0366,0.0002,0.0002,0.0
63,2026-06-01 01:03:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.3847,9.2326,18.377,0.0368,64.7152,0.0238,0.013,0.6472,3.6754,2.3785,1.2969,0.0,0.0,55.2334,4.7666,0.0001,0.0001,0.0
63,2026-06-01 01:03:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.7348,9.2326,58.4738,0.1169,91.0941,0.1065,0.0104,0.9109,14.0337,12.7839,1.2498,0.0,0.0,42.582,12.418,0.0001,0.0001,0.0
63,2026-06-01 01:03:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1839,9.2326,5.3657,0.0107,57.4405,0.0062,0.0046,0.5744,0.8585,0.4931,0.3654,0.0,0.0,65.0372,-0.0372,0.0001,0.0001,0.0
64,2026-06-01 01:04:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.3608,9.2326,18.3744,0.0367,64.7091,0.0238,0.013,0.6471,3.6749,2.378,1.2969,0.0,0.0,55.2368,4.7632,0.0002,0.0002,0.0
64,2026-06-01 01:04:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.6955,9.2326,58.4363,0.1169,91.0997,0.1065,0.0104,0.911,14.0247,12.7765,1.2482,0.0,0.0,42.5913,12.4087,0.0002,0.0002,0.0
64,2026-06-01 01:04:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1845,9.2326,5.3651,0.0107,57.4405,0.0062,0.0046,0.5744,0.8584,0.4931,0.3653,0.0,0.0,65.0378,-0.0378,0.0002,0.0002,0.0
65,2026-06-01 01:05:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.3375,9.2326,18.3719,0.0367,64.7031,0.0238,0.013,0.647,3.6744,2.3774,1.2969,0.0,0.0,55.2401,4.7599,0.0001,0.0002,0.0
65,2026-06-01 01:05:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.6567,9.2326,58.3992,0.1168,91.1051,0.1064,0.0104,0.9111,14.0158,12.7691,1.2467,0.0,0.0,42.6005,12.3995,0.0001,0.0001,0.0
65,2026-06-01 01:05:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.185,9.2326,5.3646,0.0107,57.4405,0.0062,0.0046,0.5744,0.8583,0.493,0.3653,0.0,0.0,65.0384,-0.0384,0.0001,0.0002,0.0
66,2026-06-01 01:06:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.3136,9.2326,18.3691,0.0367,64.6967,0.0238,0.013,0.647,3.6738,2.3768,1.297,0.0,0.0,55.2435,4.7565,0.0001,0.0001,0.0
66,2026-06-01 01:06:00,Normal,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,53.6172,9.2326,58.3616,0.1167,91.1111,0.1063,0.0104,0.9111,14.0068,12.7617,1.2451,0.0,0.0,42.6098,12.3902,0.0001,0.0001,0.0
66,2026-06-01 01:06:00,Normal,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.1855,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.039,-0.039,0.0001,0.0001,0.0
67,2026-06-01 01:07:00,Normal,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,24.2897,9.2326,18.3664,0.0367,64.6902,0.0238,0.013,0.6469,3.6733,2.3762,1.297,0.0,0.0,55.2469,4.7531,0.0002,0.0002,0.0
