step,timestamp,scenario,zone_id,crop,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,et0,etc,rainfall,effective_rainfall,crop_water_deficit,water_demand,irrigation_command,irrigation_application,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
116,2026-06-01 01:56:00,Normal,1,Tomato,55.6139,60.0,4.3861,0.6803,21.63,14.11,5.7e-05,6.6e-05,0.0,0.0,6.6e-05,9.23,17.73,0.035467,0.0355,0.0001,0.0,55.619,0.0,389.2975
117,2026-06-01 01:57:00,Normal,1,Tomato,55.619,60.0,4.381,0.6804,21.59,14.77,7.1e-05,8.2e-05,0.0,0.0,8.2e-05,9.23,17.72,0.035438,0.0354,0.0001,0.0,55.624,0.0,389.3329
118,2026-06-01 01:58:00,Normal,1,Tomato,55.624,60.0,4.376,0.6805,21.55,14.16,0.0,0.0,0.0,0.0,0.0,9.23,17.71,0.035411,0.0354,0.0,0.0,55.6291,0.0,389.3683
119,2026-06-01 01:59:00,Normal,1,Tomato,55.6291,60.0,4.3709,0.6806,21.51,13.96,1.4e-05,1.6e-05,0.0,0.0,1.6e-05,9.23,17.69,0.035382,0.0354,0.0,0.0,55.6342,0.0,389.4037
120,2026-06-01 02:00:00,Normal,1,Tomato,55.6342,60.0,4.3658,0.6808,21.47,14.52,5e-05,5.7e-05,0.0,0.0,5.7e-05,9.23,17.68,0.035354,0.0354,0.0001,0.0,55.6392,0.0,389.4391
121,2026-06-01 02:01:00,Normal,1,Tomato,55.6392,60.0,4.3608,0.6809,21.44,13.97,0.0,0.0,0.0,0.0,0.0,9.23,17.66,0.035326,0.0353,0.0,0.0,55.6442,0.0,389.4744
122,2026-06-01 02:02:00,Normal,1,Tomato,55.6442,60.0,4.3558,0.681,21.4,14.29,3.4e-05,3.9e-05,0.0,0.0,3.9e-05,9.23,17.65,0.035298,0.0353,0.0,0.0,55.6493,0.0,389.5097
123,2026-06-01 02:03:00,Normal,1,Tomato,55.6493,60.0,4.3507,0.6811,21.36,14.07,3.1e-05,3.6e-05,0.0,0.0,3.6e-05,9.23,17.63,0.03527,0.0353,0.0,0.0,55.6543,0.0,389.545
124,2026-06-01 02:04:00,Normal,1,Tomato,55.6543,60.0,4.3457,0.6812,21.32,14.38,6.6e-05,7.6e-05,0.0,0.0,7.6e-05,9.23,17.62,0.035242,0.0352,0.0001,0.0,55.6593,0.0,389.5802
125,2026-06-01 02:05:00,Normal,1,Tomato,55.6593,60.0,4.3407,0.6813,21.28,13.93,6e-06,7e-06,0.0,0.0,7e-06,9.23,17.61,0.035215,0.0352,0.0,0.0,55.6644,0.0,389.6154
126,2026-06-01 02:06:00,Normal,1,Tomato,55.6644,60.0,4.3356,0.6814,21.24,14.57,0.000105,0.000121,0.0,0.0,0.000121,9.23,17.59,0.035187,0.0352,0.0001,0.0,55.6694,0.0,389.6506
127,2026-06-01 02:07:00,Normal,1,Tomato,55.6694,60.0,4.3306,0.6815,21.21,14.32,2.7e-05,3.1e-05,0.0,0.0,3.1e-05,9.23,17.58,0.035159,0.0352,0.0,0.0,55.6744,0.0,389.6857
128,2026-06-01 02:08:00,Normal,1,Tomato,55.6744,60.0,4.3256,0.6817,21.17,15.04,0.000105,0.000121,0.0,0.0,0.000121,9.23,17.57,0.035132,0.0351,0.0001,0.0,55.6794,0.0,389.7208
129,2026-06-01 02:09:00,Normal,1,Tomato,55.6794,60.0,4.3206,0.6818,21.13,14.32,3e-05,3.4e-05,0.0,0.0,3.4e-05,9.23,17.55,0.035104,0.0351,0.0,0.0,55.6844,0.0,389.7558
130,2026-06-01 02:10:00,Normal,1,Tomato,55.6844,60.0,4.3156,0.6819,21.09,13.92,0.0,0.0,0.0,0.0,0.0,9.23,17.54,0.035077,0.0351,0.0,0.0,55.6894,0.0,389.7909
131,2026-06-01 02:11:00,Normal,1,Tomato,55.6894,60.0,4.3106,0.682,21.06,14.19,2.4e-05,2.8e-05,0.0,0.0,2.8e-05,9.23,17.52,0.035049,0.035,0.0,0.0,55.6944,0.0,389.826
132,2026-06-01 02:12:00,Normal,1,Tomato,55.6944,60.0,4.3056,0.6821,21.02,13.86,0.0,0.0,0.0,0.0,0.0,9.23,17.51,0.035022,0.035,0.0,0.0,55.6994,0.0,389.861
133,2026-06-01 02:13:00,Normal,1,Tomato,55.6994,60.0,4.3006,0.6822,20.98,14.54,5.5e-05,6.3e-05,0.0,0.0,6.3e-05,9.23,17.5,0.034994,0.035,0.0001,0.0,55.7044,0.0,389.896
134,2026-06-01 02:14:00,Normal,1,Tomato,55.7044,60.0,4.2956,0.6823,20.94,14.62,4.1e-05,4.7e-05,0.0,0.0,4.7e-05,9.23,17.48,0.034967,0.035,0.0,0.0,55.7094,0.0,389.9309
135,2026-06-01 02:15:00,Normal,1,Tomato,55.7094,60.0,4.2906,0.6824,20.9,14.93,0.000139,0.00016,0.0,0.0,0.00016,9.23,17.47,0.03494,0.0349,0.0002,0.0,55.7144,0.0,389.9658
136,2026-06-01 02:16:00,Normal,1,Tomato,55.7144,60.0,4.2856,0.6825,20.87,14.0,1.9e-05,2.2e-05,0.0,0.0,2.2e-05,9.23,17.46,0.034912,0.0349,0.0,0.0,55.7194,0.0,390.0006
137,2026-06-01 02:17:00,Normal,1,Tomato,55.7194,60.0,4.2806,0.6827,20.83,14.19,2.1e-05,2.4e-05,0.0,0.0,2.4e-05,9.23,17.44,0.034885,0.0349,0.0,0.0,55.7243,0.0,390.0355
138,2026-06-01 02:18:00,Normal,1,Tomato,55.7243,60.0,4.2757,0.6828,20.79,14.03,2.3e-05,2.6e-05,0.0,0.0,2.6e-05,9.23,17.43,0.034858,0.0349,0.0,0.0,55.7293,0.0,390.0704
139,2026-06-01 02:19:00,Normal,1,Tomato,55.7293,60.0,4.2707,0.6829,20.75,14.46,9.2e-05,0.000106,0.0,0.0,0.000106,9.23,17.42,0.034831,0.0348,0.0001,0.0,55.7343,0.0,390.1052
140,2026-06-01 02:20:00,Normal,1,Tomato,55.7343,60.0,4.2657,0.683,20.71,14.54,6.7e-05,7.7e-05,0.0,0.0,7.7e-05,9.23,17.4,0.034804,0.0348,0.0001,0.0,55.7392,0.0,390.1399
141,2026-06-01 02:21:00,Normal,1,Tomato,55.7392,60.0,4.2608,0.6831,20.68,14.29,6e-06,7e-06,0.0,0.0,7e-06,9.23,17.39,0.034777,0.0348,0.0,0.0,55.7442,0.0,390.1746
142,2026-06-01 02:22:00,Normal,1,Tomato,55.7442,60.0,4.2558,0.6832,20.64,14.52,5.1e-05,5.9e-05,0.0,0.0,5.9e-05,9.23,17.37,0.034749,0.0347,0.0001,0.0,55.7492,0.0,390.2094
143,2026-06-01 02:23:00,Normal,1,Tomato,55.7492,60.0,4.2508,0.6833,20.6,14.0,1.2e-05,1.4e-05,0.0,0.0,1.4e-05,9.23,17.36,0.034722,0.0347,0.0,0.0,55.7541,0.0,390.2441
144,2026-06-01 02:24:00,Normal,1,Tomato,55.7541,60.0,4.2459,0.6834,20.56,14.74,6.4e-05,7.4e-05,0.0,0.0,7.4e-05,9.23,17.35,0.034696,0.0347,0.0001,0.0,55.7591,0.0,390.2788
145,2026-06-01 02:25:00,Normal,1,Tomato,55.7591,60.0,4.2409,0.6835,20.52,14.63,4.6e-05,5.3e-05,0.0,0.0,5.3e-05,9.23,17.33,0.034669,0.0347,0.0001,0.0,55.764,0.0,390.3134
146,2026-06-01 02:26:00,Normal,1,Tomato,55.764,60.0,4.236,0.6836,20.48,14.32,1.3e-05,1.5e-05,0.0,0.0,1.5e-05,9.23,17.32,0.034642,0.0346,0.0,0.0,55.7689,0.0,390.348
147,2026-06-01 02:27:00,Normal,1,Tomato,55.7689,60.0,4.2311,0.6838,20.45,14.16,2.4e-05,2.8e-05,0.0,0.0,2.8e-05,9.23,17.31,0.034616,0.0346,0.0,0.0,55.7739,0.0,390.3826
148,2026-06-01 02:28:00,Normal,1,Tomato,55.7739,60.0,4.2261,0.6839,20.41,15.02,0.000145,0.000167,0.0,0.0,0.000167,9.23,17.29,0.034589,0.0346,0.0002,0.0,55.7788,0.0,390.4172
149,2026-06-01 02:29:00,Normal,1,Tomato,55.7788,60.0,4.2212,0.684,20.37,13.9,0.0,0.0,0.0,0.0,0.0,9.23,17.28,0.034562,0.0346,0.0,0.0,55.7837,0.0,390.4516
150,2026-06-01 02:30:00,Normal,1,Tomato,55.7837,60.0,4.2163,0.6841,20.33,14.52,3.6e-05,4.1e-05,0.0,0.0,4.1e-05,9.23,17.27,0.034536,0.0345,0.0,0.0,55.7887,0.0,390.4862
151,2026-06-01 02:31:00,Normal,1,Tomato,55.7887,60.0,4.2113,0.6842,20.29,13.95,0.0,0.0,0.0,0.0,0.0,9.23,17.25,0.034509,0.0345,0.0,0.0,55.7936,0.0,390.5207
152,2026-06-01 02:32:00,Normal,1,Tomato,55.7936,60.0,4.2064,0.6843,20.27,14.7,9.2e-05,0.000106,0.0,0.0,0.000106,9.23,17.24,0.034489,0.0345,0.0001,0.0,55.7985,0.0,390.5552
153,2026-06-01 02:33:00,Normal,1,Tomato,55.7985,60.0,4.2015,0.6844,20.24,14.56,4.8e-05,5.5e-05,0.0,0.0,5.5e-05,9.23,17.23,0.034469,0.0345,0.0001,0.0,55.8034,0.0,390.5896
154,2026-06-01 02:34:00,Normal,1,Tomato,55.8034,60.0,4.1966,0.6845,20.22,13.97,0.0,0.0,0.0,0.0,0.0,9.23,17.23,0.03445,0.0345,0.0,0.0,55.8084,0.0,390.624
155,2026-06-01 02:35:00,Normal,1,Tomato,55.8084,60.0,4.1916,0.6846,20.2,14.63,5e-05,5.7e-05,0.0,0.0,5.7e-05,9.23,17.22,0.03443,0.0344,0.0001,0.0,55.8133,0.0,390.6585
156,2026-06-01 02:36:00,Normal,1,Tomato,55.8133,60.0,4.1867,0.6847,20.17,14.49,2.7e-05,3.1e-05,0.0,0.0,3.1e-05,9.23,17.21,0.034411,0.0344,0.0,0.0,55.8182,0.0,390.6929
157,2026-06-01 02:37:00,Normal,1,Tomato,55.8182,60.0,4.1818,0.6848,20.15,14.08,5e-06,6e-06,0.0,0.0,6e-06,9.23,17.2,0.034392,0.0344,0.0,0.0,55.8231,0.0,390.7273
158,2026-06-01 02:38:00,Normal,1,Tomato,55.8231,60.0,4.1769,0.685,20.12,14.69,5e-05,5.7e-05,0.0,0.0,5.7e-05,9.23,17.19,0.034372,0.0344,0.0001,0.0,55.828,0.0,390.7617
159,2026-06-01 02:39:00,Normal,1,Tomato,55.828,60.0,4.172,0.6851,20.1,14.47,2.1e-05,2.4e-05,0.0,0.0,2.4e-05,9.23,17.18,0.034353,0.0344,0.0,0.0,55.8329,0.0,390.796
160,2026-06-01 02:40:00,Normal,1,Tomato,55.8329,60.0,4.1671,0.6852,20.07,14.26,2e-06,2e-06,0.0,0.0,2e-06,9.23,17.17,0.034333,0.0343,0.0,0.0,55.8378,0.0,390.8303
161,2026-06-01 02:41:00,Normal,1,Tomato,55.8378,60.0,4.1622,0.6853,20.05,14.35,8e-06,9e-06,0.0,0.0,9e-06,9.23,17.16,0.034314,0.0343,0.0,0.0,55.8427,0.0,390.8646
162,2026-06-01 02:42:00,Normal,1,Tomato,55.8427,60.0,4.1573,0.6854,20.02,14.6,5.8e-05,6.7e-05,0.0,0.0,6.7e-05,9.23,17.15,0.034294,0.0343,0.0001,0.0,55.8476,0.0,390.8989
163,2026-06-01 02:43:00,Normal,1,Tomato,55.8476,60.0,4.1524,0.6855,20.0,14.49,1.9e-05,2.2e-05,0.0,0.0,2.2e-05,9.23,17.14,0.034275,0.0343,0.0,0.0,55.8525,0.0,390.9331
164,2026-06-01 02:44:00,Normal,1,Tomato,55.8525,60.0,4.1475,0.6856,19.97,14.4,1.9e-05,2.2e-05,0.0,0.0,2.2e-05,9.23,17.13,0.034255,0.0343,0.0,0.0,55.8574,0.0,390.9674
165,2026-06-01 02:45:00,Normal,1,Tomato,55.8574,60.0,4.1426,0.6857,19.95,14.03,0.0,0.0,0.0,0.0,0.0,9.23,17.12,0.034235,0.0342,0.0,0.0,55.8623,0.0,391.0016
166,2026-06-01 02:46:00,Normal,1,Tomato,55.8623,60.0,4.1377,0.6858,19.92,14.53,7.9e-05,9.1e-05,0.0,0.0,9.1e-05,9.23,17.11,0.034215,0.0342,0.0001,0.0,55.8671,0.0,391.0358
167,2026-06-01 02:47:00,Normal,1,Tomato,55.8671,60.0,4.1329,0.6859,19.9,13.82,0.0,0.0,0.0,0.0,0.0,9.23,17.1,0.034196,0.0342,0.0,0.0,55.872,0.0,391.0699
168,2026-06-01 02:48:00,Normal,1,Tomato,55.872,60.0,4.128,0.686,19.87,14.31,1.5e-05,1.7e-05,0.0,0.0,1.7e-05,9.23,17.09,0.034176,0.0342,0.0,0.0,55.8769,0.0,391.1041
169,2026-06-01 02:49:00,Normal,1,Tomato,55.8769,60.0,4.1231,0.6862,19.85,14.21,0.0,0.0,0.0,0.0,0.0,9.23,17.08,0.034156,0.0342,0.0,0.0,55.8818,0.0,391.1383
170,2026-06-01 02:50:00,Normal,1,Tomato,55.8818,60.0,4.1182,0.6863,19.82,14.21,5.3e-05,6.1e-05,0.0,0.0,6.1e-05,9.23,17.07,0.034136,0.0341,0.0001,0.0,55.8867,0.0,391.1725
171,2026-06-01 02:51:00,Normal,1,Tomato,55.8867,60.0,4.1133,0.6864,19.79,13.9,0.0,0.0,0.0,0.0,0.0,9.23,17.06,0.034116,0.0341,0.0,0.0,55.8915,0.0,391.2066
172,2026-06-01 02:52:00,Normal,1,Tomato,55.8915,60.0,4.1085,0.6865,19.77,14.0,0.0,0.0,0.0,0.0,0.0,9.23,17.05,0.034096,0.0341,0.0,0.0,55.8964,0.0,391.2407
173,2026-06-01 02:53:00,Normal,1,Tomato,55.8964,60.0,4.1036,0.6866,19.74,13.87,0.0,0.0,0.0,0.0,0.0,9.23,17.04,0.034076,0.0341,0.0,0.0,55.9013,0.0,391.2748
174,2026-06-01 02:54:00,Normal,1,Tomato,55.9013,60.0,4.0987,0.6867,19.72,14.33,1e-05,1.2e-05,0.0,0.0,1.2e-05,9.23,17.03,0.034056,0.0341,0.0,0.0,55.9061,0.0,391.3089
175,2026-06-01 02:55:00,Normal,1,Tomato,55.9061,60.0,4.0939,0.6868,19.69,13.67,0.0,0.0,0.0,0.0,0.0,9.23,17.02,0.034036,0.034,0.0,0.0,55.911,0.0,391.3429
176,2026-06-01 02:56:00,Normal,1,Tomato,55.911,60.0,4.089,0.6869,19.66,14.13,1e-06,1e-06,0.0,0.0,1e-06,9.23,17.01,0.034016,0.034,0.0,0.0,55.9158,0.0,391.3769
177,2026-06-01 02:57:00,Normal,1,Tomato,55.9158,60.0,4.0842,0.687,19.64,13.32,0.0,0.0,0.0,0.0,0.0,9.23,17.0,0.033996,0.034,0.0,0.0,55.9207,0.0,391.4109
178,2026-06-01 02:58:00,Normal,1,Tomato,55.9207,60.0,4.0793,0.6871,19.61,14.46,1.7e-05,2e-05,0.0,0.0,2e-05,9.23,16.99,0.033975,0.034,0.0,0.0,55.9256,0.0,391.4449
179,2026-06-01 02:59:00,Normal,1,Tomato,55.9256,60.0,4.0744,0.6872,19.58,14.13,0.0,0.0,0.0,0.0,0.0,9.23,16.98,0.033955,0.034,0.0,0.0,55.9304,0.0,391.4789
180,2026-06-01 03:00:00,Normal,1,Tomato,55.9304,60.0,4.0696,0.6873,19.56,13.62,0.0,0.0,0.0,0.0,0.0,9.23,16.97,0.033934,0.0339,0.0,0.0,55.9353,0.0,391.5129
181,2026-06-01 03:01:00,Normal,1,Tomato,55.9353,60.0,4.0647,0.6875,19.53,14.32,4e-05,4.6e-05,0.0,0.0,4.6e-05,9.23,16.96,0.033914,0.0339,0.0,0.0,55.9401,0.0,391.5468
182,2026-06-01 03:02:00,Normal,1,Tomato,55.9401,60.0,4.0599,0.6876,19.5,13.72,0.0,0.0,0.0,0.0,0.0,9.23,16.95,0.033893,0.0339,0.0,0.0,55.9449,0.0,391.5807
183,2026-06-01 03:03:00,Normal,1,Tomato,55.9449,60.0,4.0551,0.6877,19.47,14.4,3.6e-05,4.1e-05,0.0,0.0,4.1e-05,9.23,16.94,0.033873,0.0339,0.0,0.0,55.9498,0.0,391.6146
184,2026-06-01 03:04:00,Normal,1,Tomato,55.9498,60.0,4.0502,0.6878,19.45,14.03,0.0,0.0,0.0,0.0,0.0,9.23,16.93,0.033852,0.0339,0.0,0.0,55.9546,0.0,391.6484
185,2026-06-01 03:05:00,Normal,1,Tomato,55.9546,60.0,4.0454,0.6879,19.42,14.46,7.2e-05,8.3e-05,0.0,0.0,8.3e-05,9.23,16.92,0.033832,0.0338,0.0001,0.0,55.9594,0.0,391.6823
186,2026-06-01 03:06:00,Normal,1,Tomato,55.9594,60.0,4.0406,0.688,19.39,14.25,2.4e-05,2.8e-05,0.0,0.0,2.8e-05,9.23,16.91,0.033811,0.0338,0.0,0.0,55.9643,0.0,391.716
187,2026-06-01 03:07:00,Normal,1,Tomato,55.9643,60.0,4.0357,0.6881,19.36,13.9,0.0,0.0,0.0,0.0,0.0,9.23,16.9,0.03379,0.0338,0.0,0.0,55.9691,0.0,391.7498
188,2026-06-01 03:08:00,Normal,1,Tomato,55.9691,60.0,4.0309,0.6882,19.34,13.78,0.0,0.0,0.0,0.0,0.0,9.23,16.88,0.03377,0.0338,0.0,0.0,55.9739,0.0,391.7836
189,2026-06-01 03:09:00,Normal,1,Tomato,55.9739,60.0,4.0261,0.6883,19.31,14.57,4.1e-05,4.7e-05,0.0,0.0,4.7e-05,9.23,16.87,0.033749,0.0337,0.0,0.0,55.9787,0.0,391.8174
190,2026-06-01 03:10:00,Normal,1,Tomato,55.9787,60.0,4.0213,0.6884,19.28,14.29,0.0,0.0,0.0,0.0,0.0,9.23,16.86,0.033729,0.0337,0.0,0.0,55.9835,0.0,391.8511
191,2026-06-01 03:11:00,Normal,1,Tomato,55.9835,60.0,4.0165,0.6885,19.25,14.17,0.0,0.0,0.0,0.0,0.0,9.23,16.85,0.033708,0.0337,0.0,0.0,55.9884,0.0,391.8848
192,2026-06-01 03:12:00,Normal,1,Tomato,55.9884,60.0,4.0116,0.6886,19.22,14.43,5.5e-05,6.3e-05,0.0,0.0,6.3e-05,9.23,16.84,0.033687,0.0337,0.0001,0.0,55.9932,0.0,391.9185
193,2026-06-01 03:13:00,Normal,1,Tomato,55.9932,60.0,4.0068,0.6887,19.2,14.05,0.0,0.0,0.0,0.0,0.0,9.23,16.83,0.033666,0.0337,0.0,0.0,55.998,0.0,391.9521
194,2026-06-01 03:14:00,Normal,1,Tomato,55.998,60.0,4.002,0.6888,19.17,13.87,0.0,0.0,0.0,0.0,0.0,9.23,16.82,0.033646,0.0336,0.0,0.0,56.0028,0.0,391.9858
195,2026-06-01 03:15:00,Normal,1,Tomato,56.0028,60.0,3.9972,0.689,19.14,14.23,2.8e-05,3.2e-05,0.0,0.0,3.2e-05,9.23,16.81,0.033625,0.0336,0.0,0.0,56.0076,0.0,392.0194
196,2026-06-01 03:16:00,Normal,1,Tomato,56.0076,60.0,3.9924,0.6891,19.11,14.25,2.7e-05,3.1e-05,0.0,0.0,3.1e-05,9.23,16.8,0.033604,0.0336,0.0,0.0,56.0124,0.0,392.053
197,2026-06-01 03:17:00,Normal,1,Tomato,56.0124,60.0,3.9876,0.6892,19.08,14.38,0.0,0.0,0.0,0.0,0.0,9.23,16.79,0.033582,0.0336,0.0,0.0,56.0172,0.0,392.0866
198,2026-06-01 03:18:00,Normal,1,Tomato,56.0172,60.0,3.9828,0.6893,19.05,14.29,0.0,0.0,0.0,0.0,0.0,9.23,16.78,0.033561,0.0336,0.0,0.0,56.022,0.0,392.1202
199,2026-06-01 03:19:00,Normal,1,Tomato,56.022,60.0,3.978,0.6894,19.02,13.57,0.0,0.0,0.0,0.0,0.0,9.23,16.77,0.03354,0.0335,0.0,0.0,56.0268,0.0,392.1538
200,2026-06-01 03:20:00,Normal,1,Tomato,56.0268,60.0,3.9732,0.6895,18.99,13.9,0.0,0.0,0.0,0.0,0.0,9.23,16.76,0.033519,0.0335,0.0,0.0,56.0315,0.0,392.1873
201,2026-06-01 03:21:00,Normal,1,Tomato,56.0315,60.0,3.9685,0.6896,18.97,14.48,2.6e-05,3e-05,0.0,0.0,3e-05,9.23,16.75,0.033498,0.0335,0.0,0.0,56.0363,0.0,392.2208
202,2026-06-01 03:22:00,Normal,1,Tomato,56.0363,60.0,3.9637,0.6897,18.94,14.1,0.0,0.0,0.0,0.0,0.0,9.23,16.74,0.033477,0.0335,0.0,0.0,56.0411,0.0,392.2543
203,2026-06-01 03:23:00,Normal,1,Tomato,56.0411,60.0,3.9589,0.6898,18.91,14.28,2e-06,2e-06,0.0,0.0,2e-06,9.23,16.73,0.033455,0.0335,0.0,0.0,56.0459,0.0,392.2878
204,2026-06-01 03:24:00,Normal,1,Tomato,56.0459,60.0,3.9541,0.6899,18.88,13.96,1.2e-05,1.4e-05,0.0,0.0,1.4e-05,9.23,16.72,0.033434,0.0334,0.0,0.0,56.0507,0.0,392.3213
205,2026-06-01 03:25:00,Normal,1,Tomato,56.0507,60.0,3.9493,0.69,18.85,13.84,0.0,0.0,0.0,0.0,0.0,9.23,16.71,0.033412,0.0334,0.0,0.0,56.0554,0.0,392.3547
206,2026-06-01 03:26:00,Normal,1,Tomato,56.0554,60.0,3.9446,0.6901,18.82,14.19,0.0,0.0,0.0,0.0,0.0,9.23,16.7,0.033391,0.0334,0.0,0.0,56.0602,0.0,392.3881
207,2026-06-01 03:27:00,Normal,1,Tomato,56.0602,60.0,3.9398,0.6902,18.79,14.1,0.0,0.0,0.0,0.0,0.0,9.23,16.68,0.03337,0.0334,0.0,0.0,56.065,0.0,392.4215
208,2026-06-01 03:28:00,Normal,1,Tomato,56.065,60.0,3.935,0.6903,18.76,13.96,0.0,0.0,0.0,0.0,0.0,9.23,16.67,0.033348,0.0333,0.0,0.0,56.0697,0.0,392.4549
209,2026-06-01 03:29:00,Normal,1,Tomato,56.0697,60.0,3.9303,0.6904,18.73,13.89,2e-05,2.3e-05,0.0,0.0,2.3e-05,9.23,16.66,0.033327,0.0333,0.0,0.0,56.0745,0.0,392.4882
210,2026-06-01 03:30:00,Normal,1,Tomato,56.0745,60.0,3.9255,0.6905,18.7,13.97,1.2e-05,1.4e-05,0.0,0.0,1.4e-05,9.23,16.65,0.033305,0.0333,0.0,0.0,56.0793,0.0,392.5215
211,2026-06-01 03:31:00,Normal,1,Tomato,56.0793,60.0,3.9207,0.6907,18.67,14.02,0.0,0.0,0.0,0.0,0.0,9.23,16.64,0.033284,0.0333,0.0,0.0,56.084,0.0,392.5548
212,2026-06-01 03:32:00,Normal,1,Tomato,56.084,60.0,3.916,0.6908,18.64,13.91,3.5e-05,4e-05,0.0,0.0,4e-05,9.23,16.63,0.033262,0.0333,0.0,0.0,56.0888,0.0,392.5881
213,2026-06-01 03:33:00,Normal,1,Tomato,56.0888,60.0,3.9112,0.6909,18.6,13.72,0.0,0.0,0.0,0.0,0.0,9.23,16.62,0.03324,0.0332,0.0,0.0,56.0935,0.0,392.6213
214,2026-06-01 03:34:00,Normal,1,Tomato,56.0935,60.0,3.9065,0.691,18.57,13.72,0.0,0.0,0.0,0.0,0.0,9.23,16.61,0.033219,0.0332,0.0,0.0,56.0982,0.0,392.6545
215,2026-06-01 03:35:00,Normal,1,Tomato,56.0982,60.0,3.9018,0.6911,18.54,14.33,2e-05,2.3e-05,0.0,0.0,2.3e-05,9.23,16.6,0.033198,0.0332,0.0,0.0,56.103,0.0,392.6877
216,2026-06-01 03:36:00,Normal,1,Tomato,56.103,60.0,3.897,0.6912,18.51,13.88,0.0,0.0,0.0,0.0,0.0,9.23,16.59,0.033176,0.0332,0.0,0.0,56.1077,0.0,392.7209
217,2026-06-01 03:37:00,Normal,1,Tomato,56.1077,60.0,3.8923,0.6913,18.48,14.28,1.5e-05,1.7e-05,0.0,0.0,1.7e-05,9.23,16.58,0.033154,0.0332,0.0,0.0,56.1125,0.0,392.7541
218,2026-06-01 03:38:00,Normal,1,Tomato,56.1125,60.0,3.8875,0.6914,18.45,13.69,0.0,0.0,0.0,0.0,0.0,9.23,16.57,0.033132,0.0331,0.0,0.0,56.1172,0.0,392.7872
219,2026-06-01 03:39:00,Normal,1,Tomato,56.1172,60.0,3.8828,0.6915,18.42,13.84,0.0,0.0,0.0,0.0,0.0,9.23,16.56,0.03311,0.0331,0.0,0.0,56.1219,0.0,392.8203
220,2026-06-01 03:40:00,Normal,1,Tomato,56.1219,60.0,3.8781,0.6916,18.38,14.14,3.1e-05,3.6e-05,0.0,0.0,3.6e-05,9.23,16.54,0.033088,0.0331,0.0,0.0,56.1266,0.0,392.8534
221,2026-06-01 03:41:00,Normal,1,Tomato,56.1266,60.0,3.8734,0.6917,18.35,14.11,2e-06,2e-06,0.0,0.0,2e-06,9.23,16.53,0.033066,0.0331,0.0,0.0,56.1314,0.0,392.8865
222,2026-06-01 03:42:00,Normal,1,Tomato,56.1314,60.0,3.8686,0.6918,18.32,13.59,0.0,0.0,0.0,0.0,0.0,9.23,16.52,0.033044,0.033,0.0,0.0,56.1361,0.0,392.9196
223,2026-06-01 03:43:00,Normal,1,Tomato,56.1361,60.0,3.8639,0.6919,18.29,13.71,0.0,0.0,0.0,0.0,0.0,9.23,16.51,0.033022,0.033,0.0,0.0,56.1408,0.0,392.9526
224,2026-06-01 03:44:00,Normal,1,Tomato,56.1408,60.0,3.8592,0.692,18.26,14.0,4e-06,5e-06,0.0,0.0,5e-06,9.23,16.5,0.033,0.033,0.0,0.0,56.1455,0.0,392.9856
225,2026-06-01 03:45:00,Normal,1,Tomato,56.1455,60.0,3.8545,0.6921,18.22,13.99,0.0,0.0,0.0,0.0,0.0,9.23,16.49,0.032978,0.033,0.0,0.0,56.1502,0.0,393.0186
226,2026-06-01 03:46:00,Normal,1,Tomato,56.1502,60.0,3.8498,0.6922,18.19,13.22,0.0,0.0,0.0,0.0,0.0,9.23,16.48,0.032956,0.033,0.0,0.0,56.1549,0.0,393.0516
227,2026-06-01 03:47:00,Normal,1,Tomato,56.1549,60.0,3.8451,0.6923,18.16,14.15,4.1e-05,4.7e-05,0.0,0.0,4.7e-05,9.23,16.47,0.032934,0.0329,0.0,0.0,56.1596,0.0,393.0846
228,2026-06-01 03:48:00,Normal,1,Tomato,56.1596,60.0,3.8404,0.6924,18.13,14.07,0.0,0.0,0.0,0.0,0.0,9.23,16.46,0.032912,0.0329,0.0,0.0,56.1643,0.0,393.1175
229,2026-06-01 03:49:00,Normal,1,Tomato,56.1643,60.0,3.8357,0.6925,18.09,14.05,0.0,0.0,0.0,0.0,0.0,9.23,16.44,0.03289,0.0329,0.0,0.0,56.169,0.0,393.1504
230,2026-06-01 03:50:00,Normal,1,Tomato,56.169,60.0,3.831,0.6926,18.06,13.76,0.0,0.0,0.0,0.0,0.0,9.23,16.43,0.032867,0.0329,0.0,0.0,56.1737,0.0,393.1833
231,2026-06-01 03:51:00,Normal,1,Tomato,56.1737,60.0,3.8263,0.6927,18.03,13.7,0.0,0.0,0.0,0.0,0.0,9.23,16.42,0.032845,0.0328,0.0,0.0,56.1784,0.0,393.2162
232,2026-06-01 03:52:00,Normal,1,Tomato,56.1784,60.0,3.8216,0.6929,17.99,13.73,0.0,0.0,0.0,0.0,0.0,9.23,16.41,0.032823,0.0328,0.0,0.0,56.1831,0.0,393.249
233,2026-06-01 03:53:00,Normal,1,Tomato,56.1831,60.0,3.8169,0.693,17.96,13.95,0.0,0.0,0.0,0.0,0.0,9.23,16.4,0.0328,0.0328,0.0,0.0,56.1878,0.0,393.2818
