step,timestamp,scenario,zone_id,crop,soil_type,area_m2,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,water_demand,et0,kc,etc,rainfall,effective_rainfall,crop_water_deficit,irrigation_command,irrigation_application,irrigation_volume_l,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
34,2026-06-01 00:34:00,Normal,1,Tomato,Loam,100.0,55.1897,60.0,4.8103,0.6709,24.69,15.7,9.23,0.000156,1.15,0.000179,0.0,0.0,0.000179,18.41,0.036822,3.6822,0.0368,0.0002,0.0,55.195,0.0,386.3281
34,2026-06-01 00:34:00,Normal,2,Wheat,Sandy,120.0,42.4563,55.0,12.5437,0.5823,54.27,15.7,9.23,0.000156,0.85,0.000133,0.0,0.0,0.000133,58.99,0.11798,14.1576,0.118,0.0001,0.0,42.4693,0.0,382.1063
34,2026-06-01 00:34:00,Normal,3,Maize,Clay,80.0,65.0355,65.0,-0.0355,0.7786,14.18,15.7,9.23,0.000156,1.2,0.000187,0.0,0.0,0.000187,5.37,0.010746,0.8597,0.0107,0.0002,0.0,65.0365,0.0,650.3546
35,2026-06-01 00:35:00,Normal,1,Tomato,Loam,100.0,55.195,60.0,4.805,0.671,24.65,15.73,9.23,0.000159,1.15,0.000183,0.0,0.0,0.000183,18.41,0.036814,3.6814,0.0368,0.0002,0.0,55.2002,0.0,386.3647
35,2026-06-01 00:35:00,Normal,2,Wheat,Sandy,120.0,42.4693,55.0,12.5307,0.5826,54.22,15.73,9.23,0.000159,0.85,0.000135,0.0,0.0,0.000135,58.94,0.117872,14.1446,0.1179,0.0001,0.0,42.4824,0.0,382.2241
35,2026-06-01 00:35:00,Normal,3,Maize,Clay,80.0,65.0365,65.0,-0.0365,0.7786,14.18,15.73,9.23,0.000159,1.2,0.000191,0.0,0.0,0.000191,5.37,0.010746,0.8597,0.0107,0.0002,0.0,65.0376,0.0,650.3652
36,2026-06-01 00:36:00,Normal,1,Tomato,Loam,100.0,55.2002,60.0,4.7998,0.6711,24.62,15.57,9.23,0.000247,1.15,0.000284,0.0,0.0,0.000284,18.4,0.036806,3.6806,0.0368,0.0003,0.0,55.2054,0.0,386.4013
36,2026-06-01 00:36:00,Normal,2,Wheat,Sandy,120.0,42.4824,55.0,12.5176,0.5829,54.16,15.57,9.23,0.000247,0.85,0.00021,0.0,0.0,0.00021,58.88,0.117763,14.1315,0.1178,0.0002,0.0,42.4955,0.0,382.3418
36,2026-06-01 00:36:00,Normal,3,Maize,Clay,80.0,65.0376,65.0,-0.0376,0.7786,14.18,15.57,9.23,0.000247,1.2,0.000296,0.0,0.0,0.000296,5.37,0.010747,0.8598,0.0107,0.0003,0.0,65.0386,0.0,650.3758
37,2026-06-01 00:37:00,Normal,1,Tomato,Loam,100.0,55.2054,60.0,4.7946,0.6712,24.58,15.46,9.23,0.000163,1.15,0.000187,0.0,0.0,0.000187,18.4,0.036798,3.6798,0.0368,0.0002,0.0,55.2106,0.0,386.4378
37,2026-06-01 00:37:00,Normal,2,Wheat,Sandy,120.0,42.4955,55.0,12.5045,0.5832,54.1,15.46,9.23,0.000163,0.85,0.000139,0.0,0.0,0.000139,58.83,0.117654,14.1185,0.1177,0.0001,0.0,42.5085,0.0,382.4594
37,2026-06-01 00:37:00,Normal,3,Maize,Clay,80.0,65.0386,65.0,-0.0386,0.7786,14.19,15.46,9.23,0.000163,1.2,0.000196,0.0,0.0,0.000196,5.37,0.010748,0.8598,0.0107,0.0002,0.0,65.0397,0.0,650.3863
38,2026-06-01 00:38:00,Normal,1,Tomato,Loam,100.0,55.2106,60.0,4.7894,0.6713,24.54,15.44,9.23,0.000185,1.15,0.000213,0.0,0.0,0.000213,18.39,0.036789,3.6789,0.0368,0.0002,0.0,55.2159,0.0,386.4744
38,2026-06-01 00:38:00,Normal,2,Wheat,Sandy,120.0,42.5085,55.0,12.4915,0.5835,54.05,15.44,9.23,0.000185,0.85,0.000157,0.0,0.0,0.000157,58.77,0.117547,14.1056,0.1175,0.0002,0.0,42.5216,0.0,382.5769
38,2026-06-01 00:38:00,Normal,3,Maize,Clay,80.0,65.0397,65.0,-0.0397,0.7787,14.19,15.44,9.23,0.000185,1.2,0.000222,0.0,0.0,0.000222,5.37,0.010748,0.8599,0.0107,0.0002,0.0,65.0407,0.0,650.3969
39,2026-06-01 00:39:00,Normal,1,Tomato,Loam,100.0,55.2159,60.0,4.7841,0.6715,24.51,15.58,9.23,0.000323,1.15,0.000371,0.0,0.0,0.000371,18.39,0.036781,3.6781,0.0368,0.0004,0.0,55.2211,0.0,386.511
39,2026-06-01 00:39:00,Normal,2,Wheat,Sandy,120.0,42.5216,55.0,12.4784,0.5838,53.99,15.58,9.23,0.000323,0.85,0.000275,0.0,0.0,0.000275,58.72,0.117439,14.0927,0.1174,0.0003,0.0,42.5346,0.0,382.6943
39,2026-06-01 00:39:00,Normal,3,Maize,Clay,80.0,65.0407,65.0,-0.0407,0.7787,14.19,15.58,9.23,0.000323,1.2,0.000388,0.0,0.0,0.000388,5.37,0.010749,0.8599,0.0107,0.0004,0.0,65.0418,0.0,650.4074
40,2026-06-01 00:40:00,Normal,1,Tomato,Loam,100.0,55.2211,60.0,4.7789,0.6716,24.47,15.57,9.23,0.000242,1.15,0.000278,0.0,0.0,0.000278,18.39,0.036773,3.6773,0.0368,0.0003,0.0,55.2263,0.0,386.5474
40,2026-06-01 00:40:00,Normal,2,Wheat,Sandy,120.0,42.5346,55.0,12.4654,0.5842,53.94,15.57,9.23,0.000242,0.85,0.000206,0.0,0.0,0.000206,58.67,0.117333,14.0799,0.1173,0.0002,0.0,42.5476,0.0,382.8115
40,2026-06-01 00:40:00,Normal,3,Maize,Clay,80.0,65.0418,65.0,-0.0418,0.7787,14.19,15.57,9.23,0.000242,1.2,0.00029,0.0,0.0,0.00029,5.37,0.010749,0.86,0.0107,0.0003,0.0,65.0428,0.0,650.4178
41,2026-06-01 00:41:00,Normal,1,Tomato,Loam,100.0,55.2263,60.0,4.7737,0.6717,24.43,15.52,9.23,0.000226,1.15,0.00026,0.0,0.0,0.00026,18.38,0.036765,3.6765,0.0368,0.0003,0.0,55.2315,0.0,386.5839
41,2026-06-01 00:41:00,Normal,2,Wheat,Sandy,120.0,42.5476,55.0,12.4524,0.5845,53.88,15.52,9.23,0.000226,0.85,0.000192,0.0,0.0,0.000192,58.61,0.117226,14.0672,0.1172,0.0002,0.0,42.5606,0.0,382.9286
41,2026-06-01 00:41:00,Normal,3,Maize,Clay,80.0,65.0428,65.0,-0.0428,0.7787,14.19,15.52,9.23,0.000226,1.2,0.000271,0.0,0.0,0.000271,5.38,0.01075,0.86,0.0108,0.0003,0.0,65.0439,0.0,650.4283
42,2026-06-01 00:42:00,Normal,1,Tomato,Loam,100.0,55.2315,60.0,4.7685,0.6718,24.4,15.36,9.23,0.000185,1.15,0.000213,0.0,0.0,0.000213,18.38,0.036757,3.6757,0.0368,0.0002,0.0,55.2367,0.0,386.6204
42,2026-06-01 00:42:00,Normal,2,Wheat,Sandy,120.0,42.5606,55.0,12.4394,0.5848,53.83,15.36,9.23,0.000185,0.85,0.000157,0.0,0.0,0.000157,58.56,0.117121,14.0545,0.1171,0.0002,0.0,42.5736,0.0,383.0456
42,2026-06-01 00:42:00,Normal,3,Maize,Clay,80.0,65.0439,65.0,-0.0439,0.7788,14.19,15.36,9.23,0.000185,1.2,0.000222,0.0,0.0,0.000222,5.38,0.010751,0.8601,0.0108,0.0002,0.0,65.0449,0.0,650.4388
43,2026-06-01 00:43:00,Normal,1,Tomato,Loam,100.0,55.2367,60.0,4.7633,0.6719,24.36,15.45,9.23,0.000169,1.15,0.000194,0.0,0.0,0.000194,18.37,0.036749,3.6749,0.0367,0.0002,0.0,55.2419,0.0,386.6569
43,2026-06-01 00:43:00,Normal,2,Wheat,Sandy,120.0,42.5736,55.0,12.4264,0.5851,53.77,15.45,9.23,0.000169,0.85,0.000144,0.0,0.0,0.000144,58.51,0.117015,14.0419,0.117,0.0001,0.0,42.5866,0.0,383.1626
43,2026-06-01 00:43:00,Normal,3,Maize,Clay,80.0,65.0449,65.0,-0.0449,0.7788,14.19,15.45,9.23,0.000169,1.2,0.000203,0.0,0.0,0.000203,5.38,0.010751,0.8601,0.0108,0.0002,0.0,65.046,0.0,650.4493
44,2026-06-01 00:44:00,Normal,1,Tomato,Loam,100.0,55.2419,60.0,4.7581,0.672,24.32,15.41,9.23,6e-05,1.15,6.9e-05,0.0,0.0,6.9e-05,18.37,0.036741,3.6741,0.0367,0.0001,0.0,55.2472,0.0,386.6935
44,2026-06-01 00:44:00,Normal,2,Wheat,Sandy,120.0,42.5866,55.0,12.4134,0.5854,53.72,15.41,9.23,6e-05,0.85,5.1e-05,0.0,0.0,5.1e-05,58.46,0.116911,14.0293,0.1169,0.0001,0.0,42.5996,0.0,383.2795
44,2026-06-01 00:44:00,Normal,3,Maize,Clay,80.0,65.046,65.0,-0.046,0.7788,14.19,15.41,9.23,6e-05,1.2,7.2e-05,0.0,0.0,7.2e-05,5.38,0.010752,0.8602,0.0108,0.0001,0.0,65.047,0.0,650.4598
45,2026-06-01 00:45:00,Normal,1,Tomato,Loam,100.0,55.2472,60.0,4.7528,0.6722,24.29,15.39,9.23,0.000242,1.15,0.000278,0.0,0.0,0.000278,18.37,0.036732,3.6732,0.0367,0.0003,0.0,55.2524,0.0,386.7302
45,2026-06-01 00:45:00,Normal,2,Wheat,Sandy,120.0,42.5996,55.0,12.4004,0.5857,53.66,15.39,9.23,0.000242,0.85,0.000206,0.0,0.0,0.000206,58.4,0.116806,14.0167,0.1168,0.0002,0.0,42.6126,0.0,383.3964
45,2026-06-01 00:45:00,Normal,3,Maize,Clay,80.0,65.047,65.0,-0.047,0.7788,14.19,15.39,9.23,0.000242,1.2,0.00029,0.0,0.0,0.00029,5.38,0.010753,0.8602,0.0108,0.0003,0.0,65.0481,0.0,650.4705
46,2026-06-01 00:46:00,Normal,1,Tomato,Loam,100.0,55.2524,60.0,4.7476,0.6723,24.25,15.45,9.23,0.000219,1.15,0.000252,0.0,0.0,0.000252,18.36,0.036724,3.6724,0.0367,0.0003,0.0,55.2576,0.0,386.7667
46,2026-06-01 00:46:00,Normal,2,Wheat,Sandy,120.0,42.6126,55.0,12.3874,0.586,53.61,15.45,9.23,0.000219,0.85,0.000186,0.0,0.0,0.000186,58.35,0.116701,14.0041,0.1167,0.0002,0.0,42.6255,0.0,383.513
46,2026-06-01 00:46:00,Normal,3,Maize,Clay,80.0,65.0481,65.0,-0.0481,0.7788,14.19,15.45,9.23,0.000219,1.2,0.000263,0.0,0.0,0.000263,5.38,0.010753,0.8603,0.0108,0.0003,0.0,65.0491,0.0,650.481
47,2026-06-01 00:47:00,Normal,1,Tomato,Loam,100.0,55.2576,60.0,4.7424,0.6724,24.21,15.35,9.23,0.000177,1.15,0.000204,0.0,0.0,0.000204,18.36,0.036715,3.6715,0.0367,0.0002,0.0,55.2628,0.0,386.8032
47,2026-06-01 00:47:00,Normal,2,Wheat,Sandy,120.0,42.6255,55.0,12.3745,0.5863,53.55,15.35,9.23,0.000177,0.85,0.00015,0.0,0.0,0.00015,58.3,0.116596,13.9916,0.1166,0.0002,0.0,42.6384,0.0,383.6295
47,2026-06-01 00:47:00,Normal,3,Maize,Clay,80.0,65.0491,65.0,-0.0491,0.7789,14.19,15.35,9.23,0.000177,1.2,0.000212,0.0,0.0,0.000212,5.38,0.010754,0.8603,0.0108,0.0002,0.0,65.0502,0.0,650.4915
48,2026-06-01 00:48:00,Normal,1,Tomato,Loam,100.0,55.2628,60.0,4.7372,0.6725,24.18,15.38,9.23,0.0002,1.15,0.00023,0.0,0.0,0.00023,18.35,0.036707,3.6707,0.0367,0.0002,0.0,55.268,0.0,386.8397
48,2026-06-01 00:48:00,Normal,2,Wheat,Sandy,120.0,42.6384,55.0,12.3616,0.5866,53.5,15.38,9.23,0.0002,0.85,0.00017,0.0,0.0,0.00017,58.25,0.116493,13.9792,0.1165,0.0002,0.0,42.6514,0.0,383.7459
48,2026-06-01 00:48:00,Normal,3,Maize,Clay,80.0,65.0502,65.0,-0.0502,0.7789,14.2,15.38,9.23,0.0002,1.2,0.00024,0.0,0.0,0.00024,5.38,0.010754,0.8604,0.0108,0.0002,0.0,65.0513,0.0,650.502
49,2026-06-01 00:49:00,Normal,1,Tomato,Loam,100.0,55.268,60.0,4.732,0.6726,24.14,15.29,9.23,0.000232,1.15,0.000267,0.0,0.0,0.000267,18.35,0.036699,3.6699,0.0367,0.0003,0.0,55.2732,0.0,386.8762
49,2026-06-01 00:49:00,Normal,2,Wheat,Sandy,120.0,42.6514,55.0,12.3486,0.5869,53.44,15.29,9.23,0.000232,0.85,0.000197,0.0,0.0,0.000197,58.19,0.116389,13.9667,0.1164,0.0002,0.0,42.6643,0.0,383.8622
49,2026-06-01 00:49:00,Normal,3,Maize,Clay,80.0,65.0513,65.0,-0.0513,0.7789,14.2,15.29,9.23,0.000232,1.2,0.000278,0.0,0.0,0.000278,5.38,0.010755,0.8604,0.0108,0.0003,0.0,65.0523,0.0,650.5125
50,2026-06-01 00:50:00,Normal,1,Tomato,Loam,100.0,55.2732,60.0,4.7268,0.6727,24.1,15.29,9.23,9.3e-05,1.15,0.000107,0.0,0.0,0.000107,18.35,0.036691,3.6691,0.0367,0.0001,0.0,55.2785,0.0,386.9126
50,2026-06-01 00:50:00,Normal,2,Wheat,Sandy,120.0,42.6643,55.0,12.3357,0.5872,53.39,15.29,9.23,9.3e-05,0.85,7.9e-05,0.0,0.0,7.9e-05,58.14,0.116287,13.9544,0.1163,0.0001,0.0,42.6772,0.0,383.9784
50,2026-06-01 00:50:00,Normal,3,Maize,Clay,80.0,65.0523,65.0,-0.0523,0.7789,14.2,15.29,9.23,9.3e-05,1.2,0.000112,0.0,0.0,0.000112,5.38,0.010756,0.8605,0.0108,0.0001,0.0,65.0534,0.0,650.523
51,2026-06-01 00:51:00,Normal,1,Tomato,Loam,100.0,55.2785,60.0,4.7215,0.6729,24.07,15.31,9.23,0.000139,1.15,0.00016,0.0,0.0,0.00016,18.34,0.036683,3.6683,0.0367,0.0002,0.0,55.2837,0.0,386.9492
51,2026-06-01 00:51:00,Normal,2,Wheat,Sandy,120.0,42.6772,55.0,12.3228,0.5876,53.33,15.31,9.23,0.000139,0.85,0.000118,0.0,0.0,0.000118,58.09,0.116184,13.9421,0.1162,0.0001,0.0,42.6901,0.0,384.0946
51,2026-06-01 00:51:00,Normal,3,Maize,Clay,80.0,65.0534,65.0,-0.0534,0.779,14.2,15.31,9.23,0.000139,1.2,0.000167,0.0,0.0,0.000167,5.38,0.010756,0.8605,0.0108,0.0002,0.0,65.0544,0.0,650.5336
52,2026-06-01 00:52:00,Normal,1,Tomato,Loam,100.0,55.2837,60.0,4.7163,0.673,24.03,15.05,9.23,8.4e-05,1.15,9.7e-05,0.0,0.0,9.7e-05,18.34,0.036675,3.6675,0.0367,0.0001,0.0,55.2889,0.0,386.9857
52,2026-06-01 00:52:00,Normal,2,Wheat,Sandy,120.0,42.6901,55.0,12.3099,0.5879,53.28,15.05,9.23,8.4e-05,0.85,7.1e-05,0.0,0.0,7.1e-05,58.04,0.116082,13.9298,0.1161,0.0001,0.0,42.703,0.0,384.2107
52,2026-06-01 00:52:00,Normal,3,Maize,Clay,80.0,65.0544,65.0,-0.0544,0.779,14.2,15.05,9.23,8.4e-05,1.2,0.000101,0.0,0.0,0.000101,5.37,0.010732,0.8586,0.0107,0.0001,0.0,65.0555,0.0,650.5442
53,2026-06-01 00:53:00,Normal,1,Tomato,Loam,100.0,55.2889,60.0,4.7111,0.6731,23.99,15.16,9.23,0.000258,1.15,0.000297,0.0,0.0,0.000297,18.33,0.036666,3.6666,0.0367,0.0003,0.0,55.2941,0.0,387.0223
53,2026-06-01 00:53:00,Normal,2,Wheat,Sandy,120.0,42.703,55.0,12.297,0.5882,53.23,15.16,9.23,0.000258,0.85,0.000219,0.0,0.0,0.000219,57.99,0.11598,13.9176,0.116,0.0002,0.0,42.7158,0.0,384.3267
53,2026-06-01 00:53:00,Normal,3,Maize,Clay,80.0,65.0555,65.0,-0.0555,0.779,14.2,15.16,9.23,0.000258,1.2,0.00031,0.0,0.0,0.00031,5.37,0.010749,0.8599,0.0107,0.0003,0.0,65.0565,0.0,650.5548
54,2026-06-01 00:54:00,Normal,1,Tomato,Loam,100.0,55.2941,60.0,4.7059,0.6732,23.96,15.12,9.23,0.000227,1.15,0.000261,0.0,0.0,0.000261,18.33,0.036658,3.6658,0.0367,0.0003,0.0,55.2993,0.0,387.0587
54,2026-06-01 00:54:00,Normal,2,Wheat,Sandy,120.0,42.7158,55.0,12.2842,0.5885,53.17,15.12,9.23,0.000227,0.85,0.000193,0.0,0.0,0.000193,57.94,0.115879,13.9055,0.1159,0.0002,0.0,42.7287,0.0,384.4425
54,2026-06-01 00:54:00,Normal,3,Maize,Clay,80.0,65.0565,65.0,-0.0565,0.779,14.2,15.12,9.23,0.000227,1.2,0.000272,0.0,0.0,0.000272,5.37,0.010742,0.8594,0.0107,0.0003,0.0,65.0576,0.0,650.5652
55,2026-06-01 00:55:00,Normal,1,Tomato,Loam,100.0,55.2993,60.0,4.7007,0.6733,23.92,15.08,9.23,5.2e-05,1.15,6e-05,0.0,0.0,6e-05,18.32,0.03665,3.665,0.0366,0.0001,0.0,55.3045,0.0,387.0951
55,2026-06-01 00:55:00,Normal,2,Wheat,Sandy,120.0,42.7287,55.0,12.2713,0.5888,53.12,15.08,9.23,5.2e-05,0.85,4.4e-05,0.0,0.0,4.4e-05,57.89,0.115778,13.8934,0.1158,0.0,0.0,42.7415,0.0,384.5582
55,2026-06-01 00:55:00,Normal,3,Maize,Clay,80.0,65.0576,65.0,-0.0576,0.7791,14.2,15.08,9.23,5.2e-05,1.2,6.2e-05,0.0,0.0,6.2e-05,5.37,0.010737,0.8589,0.0107,0.0001,0.0,65.0586,0.0,650.5757
56,2026-06-01 00:56:00,Normal,1,Tomato,Loam,100.0,55.3045,60.0,4.6955,0.6734,23.88,15.1,9.23,8.9e-05,1.15,0.000102,0.0,0.0,0.000102,18.32,0.036641,3.6641,0.0366,0.0001,0.0,55.3097,0.0,387.1317
56,2026-06-01 00:56:00,Normal,2,Wheat,Sandy,120.0,42.7415,55.0,12.2585,0.5891,53.07,15.1,9.23,8.9e-05,0.85,7.6e-05,0.0,0.0,7.6e-05,57.84,0.115678,13.8814,0.1157,0.0001,0.0,42.7544,0.0,384.6739
56,2026-06-01 00:56:00,Normal,3,Maize,Clay,80.0,65.0586,65.0,-0.0586,0.7791,14.2,15.1,9.23,8.9e-05,1.2,0.000107,0.0,0.0,0.000107,5.37,0.010739,0.8591,0.0107,0.0001,0.0,65.0597,0.0,650.5864
57,2026-06-01 00:57:00,Normal,1,Tomato,Loam,100.0,55.3097,60.0,4.6903,0.6735,23.85,15.27,9.23,0.000158,1.15,0.000182,0.0,0.0,0.000182,18.32,0.036633,3.6633,0.0366,0.0002,0.0,55.315,0.0,387.1682
57,2026-06-01 00:57:00,Normal,2,Wheat,Sandy,120.0,42.7544,55.0,12.2456,0.5894,53.02,15.27,9.23,0.000158,0.85,0.000134,0.0,0.0,0.000134,57.79,0.115577,13.8692,0.1156,0.0001,0.0,42.7672,0.0,384.7895
57,2026-06-01 00:57:00,Normal,3,Maize,Clay,80.0,65.0597,65.0,-0.0597,0.7791,14.2,15.27,9.23,0.000158,1.2,0.00019,0.0,0.0,0.00019,5.38,0.01076,0.8608,0.0108,0.0002,0.0,65.0608,0.0,650.597
58,2026-06-01 00:58:00,Normal,1,Tomato,Loam,100.0,55.315,60.0,4.685,0.6737,23.81,14.99,9.23,0.000132,1.15,0.000152,0.0,0.0,0.000152,18.31,0.036625,3.6625,0.0366,0.0002,0.0,55.3202,0.0,387.2047
58,2026-06-01 00:58:00,Normal,2,Wheat,Sandy,120.0,42.7672,55.0,12.2328,0.5897,52.96,14.99,9.23,0.000132,0.85,0.000112,0.0,0.0,0.000112,57.74,0.115476,13.8571,0.1155,0.0001,0.0,42.78,0.0,384.9049
58,2026-06-01 00:58:00,Normal,3,Maize,Clay,80.0,65.0608,65.0,-0.0608,0.7791,14.21,14.99,9.23,0.000132,1.2,0.000158,0.0,0.0,0.000158,5.36,0.010725,0.858,0.0107,0.0002,0.0,65.0618,0.0,650.6076
59,2026-06-01 00:59:00,Normal,1,Tomato,Loam,100.0,55.3202,60.0,4.6798,0.6738,23.77,15.17,9.23,9.8e-05,1.15,0.000113,0.0,0.0,0.000113,18.31,0.036616,3.6616,0.0366,0.0001,0.0,55.3254,0.0,387.2412
59,2026-06-01 00:59:00,Normal,2,Wheat,Sandy,120.0,42.78,55.0,12.22,0.59,52.91,15.17,9.23,9.8e-05,0.85,8.3e-05,0.0,0.0,8.3e-05,57.69,0.115376,13.8452,0.1154,0.0001,0.0,42.7928,0.0,385.0203
59,2026-06-01 00:59:00,Normal,3,Maize,Clay,80.0,65.0618,65.0,-0.0618,0.7792,14.21,15.17,9.23,9.8e-05,1.2,0.000118,0.0,0.0,0.000118,5.37,0.01075,0.86,0.0107,0.0001,0.0,65.0629,0.0,650.6182
60,2026-06-01 01:00:00,Normal,1,Tomato,Loam,100.0,55.3254,60.0,4.6746,0.6739,23.73,14.87,9.23,0.000226,1.15,0.00026,0.0,0.0,0.00026,18.3,0.036608,3.6608,0.0366,0.0003,0.0,55.3306,0.0,387.2777
60,2026-06-01 01:00:00,Normal,2,Wheat,Sandy,120.0,42.7928,55.0,12.2072,0.5903,52.86,14.87,9.23,0.000226,0.85,0.000192,0.0,0.0,0.000192,57.64,0.115277,13.8332,0.1153,0.0002,0.0,42.8056,0.0,385.1356
60,2026-06-01 01:00:00,Normal,3,Maize,Clay,80.0,65.0629,65.0,-0.0629,0.7792,14.21,14.87,9.23,0.000226,1.2,0.000271,0.0,0.0,0.000271,5.36,0.010725,0.858,0.0107,0.0003,0.0,65.0639,0.0,650.6288
61,2026-06-01 01:01:00,Normal,1,Tomato,Loam,100.0,55.3306,60.0,4.6694,0.674,23.7,14.99,9.23,0.000157,1.15,0.000181,0.0,0.0,0.000181,18.3,0.0366,3.66,0.0366,0.0002,0.0,55.3358,0.0,387.314
61,2026-06-01 01:01:00,Normal,2,Wheat,Sandy,120.0,42.8056,55.0,12.1944,0.5906,52.81,14.99,9.23,0.000157,0.85,0.000133,0.0,0.0,0.000133,57.59,0.115178,13.8213,0.1152,0.0001,0.0,42.8184,0.0,385.2507
61,2026-06-01 01:01:00,Normal,3,Maize,Clay,80.0,65.0639,65.0,-0.0639,0.7792,14.21,14.99,9.23,0.000157,1.2,0.000188,0.0,0.0,0.000188,5.36,0.010725,0.858,0.0107,0.0002,0.0,65.065,0.0,650.6393
62,2026-06-01 01:02:00,Normal,1,Tomato,Loam,100.0,55.3358,60.0,4.6642,0.6741,23.66,15.02,9.23,0.000182,1.15,0.000209,0.0,0.0,0.000209,18.3,0.036591,3.6591,0.0366,0.0002,0.0,55.341,0.0,387.3504
62,2026-06-01 01:02:00,Normal,2,Wheat,Sandy,120.0,42.8184,55.0,12.1816,0.5909,52.76,15.02,9.23,0.000182,0.85,0.000155,0.0,0.0,0.000155,57.54,0.115079,13.8095,0.1151,0.0002,0.0,42.8312,0.0,385.3657
62,2026-06-01 01:02:00,Normal,3,Maize,Clay,80.0,65.065,65.0,-0.065,0.7792,14.21,15.02,9.23,0.000182,1.2,0.000218,0.0,0.0,0.000218,5.36,0.010728,0.8582,0.0107,0.0002,0.0,65.066,0.0,650.6498
63,2026-06-01 01:03:00,Normal,1,Tomato,Loam,100.0,55.341,60.0,4.659,0.6742,23.62,15.04,9.23,0.000121,1.15,0.000139,0.0,0.0,0.000139,18.29,0.036583,3.6583,0.0366,0.0001,0.0,55.3462,0.0,387.3868
63,2026-06-01 01:03:00,Normal,2,Wheat,Sandy,120.0,42.8312,55.0,12.1688,0.5912,52.7,15.04,9.23,0.000121,0.85,0.000103,0.0,0.0,0.000103,57.49,0.11498,13.7977,0.115,0.0001,0.0,42.8439,0.0,385.4806
63,2026-06-01 01:03:00,Normal,3,Maize,Clay,80.0,65.066,65.0,-0.066,0.7792,14.21,15.04,9.23,0.000121,1.2,0.000145,0.0,0.0,0.000145,5.37,0.010731,0.8585,0.0107,0.0001,0.0,65.0671,0.0,650.6603
64,2026-06-01 01:04:00,Normal,1,Tomato,Loam,100.0,55.3462,60.0,4.6538,0.6744,23.59,15.04,9.23,0.0002,1.15,0.00023,0.0,0.0,0.00023,18.29,0.036575,3.6575,0.0366,0.0002,0.0,55.3514,0.0,387.4232
64,2026-06-01 01:04:00,Normal,2,Wheat,Sandy,120.0,42.8439,55.0,12.1561,0.5915,52.65,15.04,9.23,0.0002,0.85,0.00017,0.0,0.0,0.00017,57.44,0.114883,13.7859,0.1149,0.0002,0.0,42.8567,0.0,385.5955
64,2026-06-01 01:04:00,Normal,3,Maize,Clay,80.0,65.0671,65.0,-0.0671,0.7793,14.21,15.04,9.23,0.0002,1.2,0.00024,0.0,0.0,0.00024,5.37,0.01073,0.8584,0.0107,0.0002,0.0,65.0681,0.0,650.6709
65,2026-06-01 01:05:00,Normal,1,Tomato,Loam,100.0,55.3514,60.0,4.6486,0.6745,23.55,15.03,9.23,0.000132,1.15,0.000152,0.0,0.0,0.000152,18.28,0.036567,3.6567,0.0366,0.0002,0.0,55.3566,0.0,387.4595
65,2026-06-01 01:05:00,Normal,2,Wheat,Sandy,120.0,42.8567,55.0,12.1433,0.5918,52.6,15.03,9.23,0.000132,0.85,0.000112,0.0,0.0,0.000112,57.39,0.114785,13.7742,0.1148,0.0001,0.0,42.8694,0.0,385.7102
65,2026-06-01 01:05:00,Normal,3,Maize,Clay,80.0,65.0681,65.0,-0.0681,0.7793,14.21,15.03,9.23,0.000132,1.2,0.000158,0.0,0.0,0.000158,5.36,0.010729,0.8583,0.0107,0.0002,0.0,65.0692,0.0,650.6814
66,2026-06-01 01:06:00,Normal,1,Tomato,Loam,100.0,55.3566,60.0,4.6434,0.6746,23.51,14.88,9.23,0.000111,1.15,0.000128,0.0,0.0,0.000128,18.28,0.036558,3.6558,0.0366,0.0001,0.0,55.3618,0.0,387.4959
66,2026-06-01 01:06:00,Normal,2,Wheat,Sandy,120.0,42.8694,55.0,12.1306,0.5921,52.55,14.88,9.23,0.000111,0.85,9.4e-05,0.0,0.0,9.4e-05,57.34,0.114688,13.7626,0.1147,0.0001,0.0,42.8822,0.0,385.8249
66,2026-06-01 01:06:00,Normal,3,Maize,Clay,80.0,65.0692,65.0,-0.0692,0.7793,14.21,14.88,9.23,0.000111,1.2,0.000133,0.0,0.0,0.000133,5.36,0.010725,0.858,0.0107,0.0001,0.0,65.0703,0.0,650.692
67,2026-06-01 01:07:00,Normal,1,Tomato,Loam,100.0,55.3618,60.0,4.6382,0.6747,23.47,14.85,9.23,0.00017,1.15,0.000196,0.0,0.0,0.000196,18.27,0.03655,3.655,0.0365,0.0002,0.0,55.367,0.0,387.5323
67,2026-06-01 01:07:00,Normal,2,Wheat,Sandy,120.0,42.8822,55.0,12.1178,0.5924,52.5,14.85,9.23,0.00017,0.85,0.000145,0.0,0.0,0.000145,57.29,0.11459,13.7508,0.1146,0.0001,0.0,42.8949,0.0,385.9395
67,2026-06-01 01:07:00,Normal,3,Maize,Clay,80.0,65.0703,65.0,-0.0703,0.7793,14.21,14.85,9.23,0.00017,1.2,0.000204,0.0,0.0,0.000204,5.36,0.010725,0.858,0.0107,0.0002,0.0,65.0713,0.0,650.7026
